x,y,z
-64,96,-1008
-64,96,-992
-48,96,-1008
-48,96,-1008
-48,112,-1008
-48,112,-1008
-48,96,-1008
-64,96,-1008
-64,96,-1008
-64,112,-1008
-64,112,-1008
-64,112,-1008
-64,112,-1008
-64,96,-1008
-64,112,-1024
-64,112,-1024
-64,96,-992
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-64,96,-1008
-48,96,-1008
-48,96,-992
-48,96,-992
-32,112,-960
-32,112,-960
-48,144,-848
0,160,-656
0,160,-656
80,176,-784
80,176,-784
256,320,-1200
384,320,-1776
384,320,-1776
512,448,-2048
512,448,-2048
560,368,-2032
512,192,-2048
512,192,-2048
560,80,-2048
560,80,-2048
624,-96,-2048
720,-256,-2048
720,-256,-2048
960,-208,-2048
1136,-304,-2048
1136,-304,-2048
1344,-512,-2048
1344,-512,-2048
1776,-752,-2048
2048,-912,-2048
2048,-912,-2048
2048,-960,-2048
2048,-960,-2048
2048,-1008,-352
2048,-800,1456
2048,-800,1456
2048,-288,1552
2048,-288,1552
2016,64,1936
1664,256,2032
1664,256,2032
1232,80,2032
1232,80,2032
992,32,1792
784,160,1360
784,160,1360
576,256,1072
576,256,1072
352,272,864
192,320,704
192,320,704
48,320,768
-64,336,816
-64,336,816
-128,400,832
-128,400,832
-176,480,784
