x,y,z
-160,0,-1008
-160,-16,-992
-160,-16,-1008
-160,-16,-1008
-160,-16,-1008
-160,-16,-1008
-144,-16,-1008
-144,-16,-1008
-144,-16,-1008
-144,-16,-992
-144,-16,-992
-144,0,-1008
-144,-16,-992
-144,-16,-992
-144,0,-992
-144,0,-992
-144,0,-1008
-144,0,-992
-144,0,-992
-144,-16,-1008
-144,-16,-1008
-144,-16,-1008
-144,-16,-992
-144,-16,-992
-144,-16,-976
-144,-16,-976
-128,-32,-960
-128,-32,-960
-112,-48,-944
-96,-176,-880
-96,-176,-880
-48,-176,-1040
-48,-176,-1040
0,-32,-1376
80,160,-1712
80,160,-1712
176,432,-2048
176,432,-2048
256,560,-2048
416,416,-2048
416,416,-2048
544,336,-2048
544,336,-2048
672,384,-2048
752,432,-2048
752,432,-2048
864,352,-2048
864,352,-2048
1024,272,-2048
1024,272,-2048
1200,144,-2048
1328,64,-1904
1328,64,-1904
1488,32,-1488
1488,32,-1488
1552,-32,-944
1488,-144,-768
1488,-144,-768
1408,-400,-544
1408,-400,-544
1360,-448,-272
1264,-576,128
1264,-576,128
1184,-544,880
1184,-544,880
912,-752,1552
720,-464,1648
720,-464,1648
592,-256,1888
592,-256,1888
432,-224,1888
432,-224,1888
272,-96,1648
176,16,1488
176,16,1488
64,80,1424
64,80,1424
-32,80,1456
-112,48,1440
-112,48,1440
-208,112,1296
-208,112,1296
-272,16,1216
-336,48,1040
-336,48,1040
-400,96,912
-400,96,912
-480,64,768
-528,80,736
-528,80,736
-544,96,720
-576,128,672
-576,128,672
-608,112,672
-608,112,672
-640,80,672
-640,80,688
-640,80,688
-640,128,688
-640,128,688
-640,160,688
-656,160,688
-656,176,656
-656,160,592
-656,160,592
-640,112,624
-640,112,624
-608,112,656
-608,128,656
-608,128,656
-576,144,752
-560,96,880
-560,96,880
-560,48,800
-560,48,800
-544,80,768
-544,80,768
-544,80,736
-528,128,656
-528,128,656
-512,192,608
-496,192,592
-496,192,592
-496,192,576
