x,y,z
-80,96,-1008
-80,96,-1008
-80,96,-1008
-96,80,-992
-96,96,-1008
-96,96,-1008
-80,112,-1008
-80,112,-1008
-96,96,-1008
-96,96,-1008
-96,96,-1008
-96,96,-1008
-96,96,-1008
-80,96,-1008
-80,96,-1008
-80,96,-1008
-80,112,-1008
-80,112,-1008
-80,96,-1008
-112,96,-992
-112,96,-992
-48,64,-976
-48,64,-976
-96,64,-992
-96,64,-976
-96,64,-976
-112,48,-992
-112,48,-992
-128,32,-944
-128,32,-944
-32,-64,-944
64,-16,-960
64,-16,-960
64,-16,-960
208,-64,-992
368,160,-944
368,160,-944
496,448,-816
496,448,-816
592,704,-800
608,992,-688
608,992,-688
656,1456,-640
656,1456,-640
672,1568,-576
656,1472,-816
656,1472,-816
752,1312,-1088
864,1232,-1232
864,1232,-1232
1040,960,-1376
1040,960,-1376
1216,688,-1360
1232,592,-1216
1232,592,-1216
1120,592,-1152
1120,592,-1152
1040,352,-992
1184,96,-1248
1184,96,-1248
1392,-16,-1312
1392,-16,-1312
1552,-192,-1184
1760,-576,-1312
1760,-576,-1312
1744,-1008,-1328
1744,-1008,-1328
1440,-1552,-976
1040,-1408,-1248
1040,-1408,-1248
832,-1248,-1040
832,-1248,-1040
656,-1248,-912
448,-1168,-768
448,-1168,-768
288,-1200,-720
64,-1232,-464
64,-1232,-464
32,-1120,-720
32,-1120,-720
-48,-864,-896
64,-576,-864
64,-576,-864
-16,-608,-912
-16,-608,-912
0,-464,-816
-32,-432,-864
-32,-432,-864
-48,-448,-896
-48,-448,-896
0,-368,-992
48,-256,-1024
48,-256,-1024
80,-160,-1072
80,-160,-1072
80,-144,-1088
80,-176,-1024
80,-176,-1024
96,-176,-1008
80,-176,-1040
96,-160,-1008
96,-160,-1008
96,-160,-976
64,-192,-992
64,-192,-992
32,-160,-1088
0,-192,-992
0,-192,-992
16,-192,-1008
16,-192,-1008
16,-176,-1024
32,-96,-992
32,-96,-992
32,-48,-976
32,-48,-976
-16,-80,-960
0,-32,-1072
0,-32,-1072
64,96,-1072
64,96,-1072
96,208,-1104
96,208,-1104
112,288,-1136
64,240,-1040
