x,y,z
-368,16,-944
-384,0,-944
-384,0,-928
-384,0,-928
-384,-16,-928
-384,-16,-928
-400,-32,-912
-400,-32,-912
-400,-16,-944
-416,-16,-928
-416,-16,-928
-400,0,-912
-400,0,-912
-400,16,-912
-416,16,-912
-416,16,-912
-432,0,-864
-432,0,-864
-448,-16,-848
-464,-32,-816
-464,-32,-816
-480,-16,-768
-480,-16,-768
-496,-32,-720
-496,-64,-656
-496,-64,-656
-480,-48,-496
-480,-48,-496
-432,-80,-208
-352,-144,112
-352,-144,112
-240,-128,352
-240,-128,352
-64,96,304
32,112,336
32,112,336
208,-32,160
208,-32,160
400,-128,-288
512,-96,-608
512,-96,-608
656,-224,-560
912,-272,-688
912,-272,-688
1136,-320,-832
1136,-320,-832
1472,-96,-704
1472,-96,-704
1840,224,-832
2048,512,-992
2048,512,-992
2048,400,-1120
1984,288,-1200
1984,288,-1200
1856,160,-1152
1856,160,-1152
1696,-96,-880
1648,144,-864
1648,144,-864
1600,368,-544
1600,368,-544
1504,464,-304
1408,448,-240
1408,448,-240
1200,80,-416
1200,80,-416
1136,-16,-336
1040,-80,-192
1040,-80,-192
1040,-48,-64
1040,-48,-64
1104,-48,-160
1152,-16,-272
1152,-16,-272
1232,0,-368
1232,0,-368
1296,112,-544
1344,64,-432
1344,64,-432
1280,32,-304
1280,32,-304
1296,128,-432
1312,240,-576
1312,240,-576
1312,208,-560
1312,208,-560
1248,192,-592
1184,192,-720
1184,192,-720
1168,192,-768
1168,192,-768
1120,112,-688
1024,112,-720
1024,112,-720
960,112,-816
880,192,-864
880,192,-864
784,128,-640
784,128,-640
640,64,-624
576,144,-768
576,144,-768
544,256,-912
544,256,-912
432,64,-704
432,64,-704
288,0,-688
288,0,-688
240,80,-848
176,64,-800
176,64,-800
64,-16,-688
-16,48,-688
-16,48,-688
-80,32,-608
-80,32,-608
-144,0,-592
-176,64,-640
-176,64,-640
-176,128,-704
-176,128,-704
-224,96,-768
-224,96,-768
-272,32,-768
-288,0,-800
-288,0,-800
