x,y,z
-224,64,-992
-224,64,-992
-224,48,-1008
-224,48,-1008
-224,16,-1008
-224,32,-992
-224,32,-992
-224,48,-992
-224,32,-992
-208,32,-992
-208,48,-976
-208,48,-976
-192,80,-992
-192,80,-992
-192,80,-976
-208,48,-944
-208,48,-944
-208,32,-960
-208,32,-960
-208,-16,-1040
-240,-96,-1104
-240,-96,-1104
-272,-128,-1104
-288,-144,-1056
-288,-144,-1056
-304,-192,-1040
-304,-192,-1040
-336,-240,-1088
-336,-240,-1088
-352,-256,-1120
-352,-272,-976
-352,-272,-976
-304,-336,-816
-176,-304,-848
-176,-304,-848
32,-304,-576
32,-304,-576
464,144,-672
816,960,-528
816,960,-528
912,1520,-496
912,1520,-496
1104,2048,-544
1168,2048,-464
1168,2048,-464
1408,2048,-352
1408,2048,-352
1600,2048,-208
1712,1904,-528
1712,1904,-528
1904,1712,-768
1904,1712,-768
2048,1520,-1088
2048,784,-1248
2048,-80,-1152
2048,-80,-1152
2048,-800,-1136
2048,-800,-1136
2048,-1376,-1280
2048,-1376,-1280
2048,-1824,-1552
1472,-2032,-2032
1472,-2032,-2032
800,-2032,-1536
800,-2032,-1536
496,-1696,-816
272,-1440,-816
272,-1440,-816
176,-992,-1216
176,-992,-1216
176,-784,-1232
112,-720,-1024
112,-720,-1024
32,-688,-976
32,-688,-976
16,-576,-864
-64,-528,-912
-80,-416,-912
-112,-384,-896
-112,-384,-896
-112,-288,-896
-112,-288,-896
-128,-224,-864
-144,-144,-896
-144,-144,-896
-160,-96,-880
-192,-96,-928
-192,-96,-928
-176,-96,-1008
-176,-96,-1008
-144,-64,-1072
-128,-48,-1040
-128,-48,-1040
-112,-48,-1024
-112,-48,-1024
-112,-64,-1008
-128,-96,-992
-128,-96,-992
-112,-176,-944
-112,-176,-944
-96,-272,-928
-96,-272,-928
-128,-368,-896
-144,-352,-912
-144,-352,-912
-96,-336,-976
-96,-336,-976
-48,-240,-1088
-48,-208,-992
-48,-208,-992
-96,-128,-912
-96,-128,-912
-144,-208,-880
-144,-192,-1024
-144,-192,-1024
-128,-176,-1040
-128,-176,-1040
-128,-128,-1024
-128,-32,-944
-128,-32,-944
-144,32,-928
-160,64,-928
-160,64,-928
