x,y,z
-160,48,-992
-160,64,-1008
-160,64,-1008
-160,64,-1008
-160,48,-1024
-160,48,-1024
-144,32,-1040
-144,32,-1040
-144,32,-1040
-128,48,-1040
-128,48,-1040
-128,80,-1008
-144,96,-976
-144,96,-976
-160,96,-928
-160,96,-928
-160,80,-896
-160,80,-896
-160,80,-896
-144,64,-896
-144,64,-896
-144,48,-928
-128,16,-976
-128,16,-976
-112,-48,-960
-112,-48,-960
-80,-96,-912
-16,-112,-928
-16,-112,-928
64,-64,-960
112,0,-1296
112,0,-1296
112,-96,-1392
112,-96,-1392
128,-176,-1184
128,-192,-1024
128,-192,-1024
208,-96,-1024
208,-96,-1024
384,0,-976
384,0,-976
688,208,-832
944,704,-592
944,704,-592
1040,1184,-432
1072,1568,-512
1072,1568,-512
1152,1824,-608
1152,1824,-608
1200,1728,-528
1264,1584,-592
1264,1584,-592
1328,1616,-512
1328,1616,-512
1488,1088,-608
1664,880,-848
1664,880,-848
2048,416,-1024
2048,416,-1024
2048,-384,-896
2048,-1312,-832
2048,-1312,-832
2048,-2032,-832
2048,-2032,-832
2048,-2032,-1216
1616,-2032,-1376
1616,-2032,-1376
944,-2032,-880
944,-2032,-880
496,-2032,-160
240,-2000,-368
240,-2000,-368
128,-1504,-1088
128,-1504,-1088
128,-1232,-1088
288,-800,-688
288,-800,-688
304,-640,-608
256,-608,-672
256,-608,-672
240,-576,-784
240,-576,-784
208,-560,-816
208,-560,-816
160,-544,-800
144,-544,-816
144,-544,-816
176,-528,-848
192,-528,-864
192,-528,-864
224,-528,-848
224,-528,-848
192,-496,-832
128,-528,-896
128,-528,-896
80,-512,-912
80,-512,-912
48,-448,-896
64,-320,-912
64,-320,-912
64,-224,-928
64,-224,-928
-32,-192,-928
-64,-176,-1040
-64,-176,-1040
-32,-64,-1088
-32,-64,-1088
32,64,-1056
0,288,-1088
0,288,-1088
-80,336,-1056
-80,336,-1056
-64,320,-1168
-64,320,-1168
-16,288,-1248
0,352,-1264
0,352,-1264
0,544,-1216
0,544,-1216
-48,512,-1136
-80,384,-1056
-80,384,-1056
-112,272,-1008
-112,272,-1008
-80,288,-1024
