x,y,z
-176,0,-992
-192,0,-1008
-192,0,-1008
-192,0,-1008
-192,0,-1008
-192,16,-1008
-192,32,-992
-192,32,-992
-176,32,-976
-176,32,-976
-176,16,-1008
-160,48,-1040
-160,48,-1040
-160,48,-1040
-160,48,-1040
-160,16,-1024
-160,32,-992
-160,32,-992
-160,32,-976
-160,32,-976
-160,16,-944
-160,0,-960
-160,0,-960
-144,32,-944
-112,128,-960
-112,128,-960
-192,32,-928
-192,32,-928
-208,-32,-912
-192,-64,-896
-192,-64,-896
-112,-32,-896
-112,-32,-896
48,176,-864
208,256,-880
208,256,-880
496,928,-944
496,928,-944
656,1776,-848
720,2048,-832
720,2048,-832
800,2048,-848
800,2048,-848
912,1984,-880
1072,1744,-944
1072,1744,-944
1920,1776,-640
1920,1776,-640
2048,608,-432
2048,-416,-384
2048,-416,-384
2048,-720,-576
2048,-720,-576
2048,-1136,-720
2048,-1536,-768
2048,-1536,-768
1520,-2032,-1200
1520,-2032,-1200
736,-2032,-992
560,-1936,-1312
560,-1936,-1312
672,-624,-896
672,-624,-896
656,-64,-560
576,-240,-656
576,-240,-656
512,-480,-864
512,-480,-864
480,-608,-1024
464,-464,-1008
464,-464,-1008
464,-272,-960
464,-272,-960
416,-272,-976
368,-368,-992
368,-368,-992
304,-432,-992
256,-352,-944
256,-352,-944
208,-288,-944
208,-288,-944
176,-240,-960
176,-240,-960
176,-160,-992
160,-128,-1072
160,-128,-1072
160,-160,-1120
160,-176,-1152
160,-176,-1152
144,-192,-1120
144,-192,-1120
144,-192,-1072
144,-208,-960
144,-208,-960
128,-400,-880
128,-400,-880
144,-416,-912
256,-256,-1056
256,-256,-1056
304,-272,-1024
304,-272,-1024
384,-272,-912
400,-288,-832
400,-288,-832
384,-320,-832
384,-320,-832
336,-320,-768
368,-256,-896
368,-256,-896
352,-160,-992
352,-160,-992
320,-160,-912
224,-160,-880
224,-160,-880
160,-160,-928
144,-128,-960
192,-16,-1056
192,112,-1136
192,112,-1136
128,144,-1056
128,144,-1056
128,256,-1024
160,464,-1104
