x,y,z
-96,80,-1040
-96,80,-1088
-96,80,-1088
-80,96,-1088
-80,96,-1088
-80,128,-1072
-64,176,-1040
-64,176,-1040
-80,224,-992
-80,176,-928
-80,176,-928
-96,32,-912
-96,32,-912
-96,16,-960
-112,32,-976
-112,32,-976
-112,48,-976
-112,48,-976
-128,64,-1024
-80,64,-1040
-80,64,-1040
-160,-32,-1072
-160,-32,-1072
-160,32,-1072
-80,-96,-1008
-80,-96,-1008
-96,-128,-1008
-96,-128,-1008
-96,-128,-1008
-128,-144,-944
-128,-144,-944
-112,-176,-912
-112,-176,-912
-144,-128,-944
-144,-128,-944
-144,-48,-1008
-160,-32,-992
-160,-32,-992
-176,16,-960
-176,16,-960
-192,112,-960
-192,112,-960
-208,64,-928
-160,176,-960
-160,176,-960
-80,304,-832
-80,304,-832
-32,464,-896
96,928,-1056
96,928,-1056
176,976,-1008
176,976,-1008
336,928,-992
496,1808,-928
496,1808,-928
400,2016,-624
400,2016,-624
384,1680,-624
608,1680,-576
608,1680,-576
832,1680,-848
832,1680,-848
1072,2048,-1344
1568,2048,-1536
2032,1376,-1328
2048,256,-848
2048,256,-848
2048,-112,-240
2048,-112,-240
2048,-512,240
2048,-1232,0
2048,-1232,0
2048,-1952,-864
1792,-2032,-880
1792,-2032,-880
1344,-2032,-688
1344,-2032,-688
992,-1712,-1104
896,-912,-960
896,-912,-960
768,-640,-752
768,-640,-752
640,-656,-672
528,-672,-608
528,-672,-608
464,-640,-624
464,-640,-624
400,-624,-688
352,-576,-688
352,-576,-688
336,-528,-736
336,-528,-736
304,-448,-816
256,-416,-848
256,-416,-848
224,-416,-864
224,-416,-864
192,-448,-896
208,-592,-864
208,-592,-864
176,-512,-1024
192,-368,-1088
192,-368,-1088
176,-336,-1024
176,-336,-1024
160,-336,-1040
160,-336,-1040
144,-320,-1056
144,-320,-1056
128,-272,-1056
96,-208,-1040
96,-208,-1040
48,-192,-992
48,-192,-992
16,-256,-960
0,-336,-960
0,-336,-960
0,-384,-944
0,-384,-976
0,-384,-976
16,-336,-944
16,-336,-944
32,-304,-912
64,-304,-928
64,-304,-928
80,-304,-928
80,-304,-928
