x,y,z
-96,-16,-1024
-96,-16,-1024
-96,-16,-1040
-96,-16,-1008
-96,-16,-1008
-112,-16,-1024
-112,-16,-1024
-96,-16,-1008
-96,0,-1008
-96,0,-1008
-96,0,-992
-96,0,-992
-96,16,-1008
-96,16,-1008
-96,16,-1008
-96,32,-1024
-96,32,-1024
-96,32,-1056
-96,-16,-1056
-96,-16,-1056
-80,-64,-1104
-80,-64,-1104
-80,-64,-1136
-96,-64,-1136
-96,-64,-1136
-96,-96,-1120
-96,-96,-1120
-96,-128,-1088
-96,-144,-1024
-96,-144,-1024
-112,-128,-976
-112,-128,-976
-128,-128,-944
-144,-160,-928
-144,-160,-928
-160,-208,-928
-160,-208,-928
-176,-256,-960
-144,-304,-896
-144,-304,-896
-144,-272,-752
-144,-272,-752
-96,-48,-640
-32,144,-400
-32,144,-400
208,80,-320
496,816,-272
496,816,-272
480,1696,-144
480,1696,-144
544,1984,-256
720,2048,-176
720,2048,-176
864,1952,-336
864,1952,-336
1040,1472,-768
1184,1376,-1360
1184,1376,-1360
1184,1712,-1616
1184,1712,-1616
1328,1936,-1408
1568,1504,-1136
1568,1504,-1136
1840,624,-784
1840,624,-784
2016,-32,-608
2032,-496,-720
2032,-496,-720
1888,-672,-784
1888,-672,-784
1616,-896,-880
1616,-896,-880
1328,-1136,-976
1008,-1168,-912
1008,-1168,-912
656,-1184,-928
656,-1184,-928
496,-1008,-944
432,-880,-960
432,-880,-960
352,-768,-864
352,-768,-864
288,-688,-816
256,-592,-864
256,-592,-864
240,-496,-896
240,-496,-896
192,-368,-928
192,-368,-928
208,-272,-944
208,-208,-960
208,-208,-960
176,-176,-960
128,-192,-976
128,-192,-976
112,-176,-1008
112,-176,-1008
96,-144,-1008
96,-128,-1008
96,-128,-1008
112,-144,-1024
112,-144,-1024
128,-192,-1088
128,-240,-1136
128,-240,-1136
128,-224,-1088
128,-192,-1008
128,-192,-1008
160,-160,-960
160,-160,-960
176,-176,-976
176,-144,-960
176,-144,-960
192,-112,-912
192,-112,-912
176,-96,-944
176,-96,-944
176,-64,-912
176,-32,-944
176,-32,-944
112,-48,-912
112,-48,-928
112,-48,-928
128,0,-912
128,0,-912
112,-16,-960
