x,y,z
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,160,-864
528,160,-864
528,176,-864
528,160,-864
528,160,-864
528,160,-864
528,160,-864
528,160,-864
528,160,-864
512,160,-864
528,176,-864
528,176,-864
528,160,-864
528,160,-864
528,160,-864
528,160,-864
528,160,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
544,160,-864
528,160,-864
528,160,-864
528,176,-864
528,176,-864
528,160,-864
528,160,-864
528,176,-864
528,176,-864
528,160,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,160,-848
528,160,-848
528,176,-848
528,176,-864
528,176,-864
528,176,-848
528,176,-848
528,176,-848
528,176,-848
528,160,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-848
528,176,-848
528,176,-864
528,176,-864
528,160,-864
528,176,-864
528,176,-864
528,176,-864
528,160,-848
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-848
528,160,-864
528,160,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
528,176,-864
544,176,-848
528,160,-848
528,160,-848
528,176,-864
528,176,-864
528,160,-848
528,160,-848
528,160,-848
496,176,-848
496,176,-848
512,176,-832
544,128,-864
544,128,-864
544,144,-864
512,176,-864
512,176,-864
496,176,-864
496,176,-864
512,160,-848
544,192,-864
544,192,-864
544,176,-880
544,176,-880
560,176,-864
512,160,-848
512,160,-848
512,176,-848
512,176,-848
544,160,-848
528,176,-864
528,176,-864
528,176,-848
528,176,-848
528,176,-864
528,160,-832
528,160,-832
528,176,-848
528,176,-848
544,192,-864
528,176,-864
528,176,-864
528,160,-848
