x,y,z
-240,0,-960
-240,0,-960
-240,0,-960
-240,0,-960
-240,0,-960
-240,0,-960
-240,0,-960
-240,0,-976
-240,16,-976
-240,16,-976
-240,0,-960
-240,0,-960
-240,0,-992
-240,0,-992
-240,0,-992
-240,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-224,0,-976
-224,16,-976
-224,16,-976
-224,0,-976
-224,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-240,16,-976
-240,16,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-976
-224,0,-960
-240,0,-976
-240,0,-976
-240,0,-976
-240,0,-976
-224,0,-960
-224,0,-960
-240,16,-960
-224,16,-976
-224,16,-976
-224,16,-976
-240,16,-976
-240,16,-976
-224,32,-976
-224,32,-976
-224,32,-992
-224,16,-992
-224,16,-992
-224,32,-1008
-224,32,-1008
-224,32,-992
-224,16,-992
-224,16,-992
-224,16,-992
-224,16,-992
-224,16,-992
-224,0,-992
-224,0,-992
-224,0,-992
-224,0,-992
-224,-16,-976
-208,-16,-992
-208,-16,-992
-208,0,-992
-208,0,-992
-208,16,-976
-192,16,-976
-192,16,-976
-208,0,-976
-208,0,-976
-208,0,-992
-208,0,-992
-208,0,-992
-208,-16,-976
-208,-16,-976
-208,-16,-976
-208,-16,-992
-208,-16,-992
-208,-16,-992
-208,-16,-992
-208,-32,-992
-208,-32,-976
-208,-32,-976
-208,-32,-992
-208,-32,-992
-208,-32,-976
-208,-32,-976
-208,-32,-976
-208,-16,-992
-208,-16,-992
-208,-16,-992
-208,-16,-992
-208,-16,-992
-208,-32,-976
-208,-32,-976
-208,-32,-992
-208,-32,-992
-208,-32,-992
-208,-16,-976
-208,-32,-976
-208,-32,-976
-208,-32,-976
-208,-32,-976
-208,-32,-976
-208,-32,-976
-208,-32,-992
-208,-16,-976
-208,-16,-976
-208,-32,-976
-208,-32,-992
-208,-32,-992
-208,-32,-992
-208,-32,-992
