x,y,z
16,-48,-1008
16,-48,-1008
16,-48,-1008
16,-48,-1008
32,-48,-1008
32,-48,-1008
32,-48,-1008
48,-32,-1008
48,-32,-1008
32,-32,-992
32,-32,-992
48,-32,-1008
32,-32,-1008
32,-32,-1008
32,-32,-992
32,-32,-992
16,-32,-960
16,-96,-912
16,-96,-912
16,-96,-784
16,-96,-784
16,-96,-864
112,-32,-1248
112,-32,-1248
240,48,-1568
240,48,-1568
336,16,-2032
480,16,-2048
480,16,-2048
656,-80,-2048
656,-80,-2048
864,-160,-2048
1184,-16,-2048
1184,-16,-2048
1552,128,-2048
1856,-240,-2048
1856,-240,-2048
2048,-672,-2048
2048,-672,-2048
2048,-640,-2048
2048,-288,-1472
2048,-288,-1472
2048,-240,80
2048,-240,80
2048,-416,736
1984,-368,944
1584,-16,1488
1040,384,1664
1040,384,1664
624,608,1664
384,512,1632
384,512,1632
192,352,1472
192,352,1472
16,272,1200
16,272,1200
-144,224,880
-288,192,544
-288,192,544
-432,112,384
-432,112,384
-560,0,256
-560,0,256
-672,-80,240
-768,-64,320
-768,-64,320
-816,-32,400
-816,-32,400
-848,48,448
-864,64,496
-864,64,496
-880,80,512
-880,80,512
-896,64,544
-912,64,560
-912,64,560
-928,64,544
-928,64,544
-944,64,512
-944,80,480
-944,80,480
-960,80,464
-944,80,432
-944,80,432
-944,64,416
-944,64,416
-960,32,400
-944,16,368
-944,16,368
-928,16,368
-928,16,368
-928,-16,400
-928,-16,400
-912,-16,416
-912,-16,416
-896,16,416
-896,16,432
-896,16,432
-880,16,448
-880,48,448
-880,48,448
-880,64,448
-880,64,448
-880,64,448
-880,64,448
-880,32,432
-880,32,432
-880,32,432
-864,16,432
-864,16,432
-880,16,432
-880,16,432
-896,16,432
-896,16,432
-896,32,448
-896,32,448
-912,64,432
-928,80,384
-928,80,384
-928,80,368
-944,80,352
-944,80,352
-944,64,368
-944,64,368
-944,80,352
-960,96,336
