x,y,z
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
16,112,-1008
0,112,-1008
0,112,-1008
16,112,-1008
16,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
0,112,-1008
-16,112,-992
-16,112,-992
-48,112,-960
-96,112,-928
-96,112,-928
-96,64,-864
-96,64,-864
-16,112,-848
192,272,-960
192,272,-960
496,736,-1328
672,720,-1904
800,656,-2048
800,656,-2048
1056,864,-2048
1280,960,-2048
1280,960,-2048
1408,880,-2048
1440,560,-2048
1440,560,-2048
1456,464,-1664
1456,464,-1664
1504,496,-1648
1648,432,-1744
1648,432,-1744
1808,160,-2048
1808,160,-2048
2048,-176,-2048
2048,-352,-1664
2048,-352,-1664
2048,-368,-912
2048,-368,-912
2048,-336,-448
1920,-272,-192
1920,-272,-192
1744,-272,144
1504,-416,672
1504,-416,672
1344,16,1232
1344,16,1232
944,224,2032
496,-16,2032
496,-16,2032
240,-128,2000
240,-128,2000
128,32,1456
0,176,1088
0,176,1088
-128,256,944
-128,256,944
-208,208,864
-320,32,848
-320,32,848
-400,0,976
-400,0,976
-480,0,1024
-544,-32,944
-544,-32,944
-592,-48,864
-592,-48,864
-640,-64,832
-688,-64,736
-688,-64,736
-704,-32,704
-704,-32,704
-736,0,688
-752,48,688
-752,48,688
-752,64,688
-752,64,672
-752,64,672
-752,80,656
-752,80,656
-768,80,624
-768,96,624
-768,96,624
-784,64,608
-784,64,608
-784,64,576
-800,64,544
-800,64,544
-800,80,528
-800,80,528
-816,80,512
-816,96,480
-816,96,480
-800,80,464
-800,64,448
-784,64,432
-768,64,432
-768,64,432
-752,64,432
-752,64,432
-720,96,432
-688,112,416
-688,112,416
-672,112,400
-672,112,400
-656,48,352
-656,48,320
-656,48,320
-624,96,336
-624,96,336
-608,112,320
-592,144,272
