x,y,z
-112,16,-1008
-128,0,-1008
-128,0,-1008
-128,0,-1024
-128,0,-1024
-128,0,-1024
-128,0,-1008
-128,0,-1008
-96,32,-1024
-144,-16,-1008
-144,-16,-1008
-144,-32,-992
-144,-32,-992
-128,-16,-1024
-128,-16,-1024
-144,0,-1024
-144,0,-1024
-144,0,-1024
-128,16,-1008
-160,0,-1008
-160,0,-1008
-160,-16,-976
-160,-16,-976
-192,-32,-944
-176,-32,-944
-176,-32,-944
-176,-64,-1008
-176,-64,-1008
-192,-128,-992
-192,-128,-992
-192,-160,-976
-208,-240,-1024
-208,-240,-1024
-224,-304,-1040
-224,-304,-1040
-272,-544,-976
-224,-768,-960
-224,-768,-960
-80,-448,-944
-80,-448,-944
-16,-304,-608
128,-224,-448
128,-224,-448
336,464,-400
336,464,-400
496,1360,-496
496,1360,-496
560,2048,-368
544,2048,-496
544,2048,-496
800,1984,-624
800,1984,-624
1056,1840,-736
1264,1776,-960
1264,1776,-960
1360,1984,-1120
1360,1984,-1120
1408,2048,-1056
1616,2048,-752
1616,2048,-752
1904,1472,-192
1904,1472,-192
2048,656,416
2048,432,-64
2048,432,-64
2048,-528,-320
2048,-528,-320
2048,-1088,-896
2048,-1120,-1056
2048,-1120,-1056
2016,-1456,-1200
2016,-1456,-1200
1456,-1584,-816
1120,-1808,-656
1120,-1808,-656
880,-1856,-832
880,-1856,-832
576,-1072,-752
544,-800,-640
544,-800,-640
480,-560,-720
480,-560,-720
432,-608,-832
400,-640,-928
400,-640,-928
384,-608,-992
384,-608,-992
336,-512,-1024
272,-512,-1008
272,-512,-1008
256,-544,-1120
272,-432,-1136
272,-432,-1136
256,-400,-1040
256,-400,-1040
224,-368,-1040
224,-368,-1040
224,-288,-1056
224,-352,-944
224,-352,-944
224,-304,-944
192,-240,-1008
192,-240,-1008
160,-208,-1024
160,-208,-1024
128,-240,-944
144,-256,-848
144,-256,-848
176,-208,-976
176,-208,-976
96,-128,-1008
16,-128,-912
16,-128,-912
32,-208,-864
32,-208,-864
48,-144,-960
64,-80,-976
64,-80,-976
32,16,-1008
32,16,-1008
48,-48,-944
32,-16,-976
32,-16,-976
32,-16,-944
