x,y,z
96,80,-1024
96,80,-1024
112,112,-1008
112,112,-992
112,112,-992
128,96,-1008
128,96,-992
128,96,-992
128,80,-1008
144,80,-1024
144,80,-1024
144,80,-1024
160,80,-1024
160,80,-1024
160,80,-1024
176,96,-992
176,112,-976
176,112,-976
176,96,-928
176,96,-928
192,96,-912
176,112,-896
176,112,-896
192,80,-816
224,112,-816
224,112,-816
224,112,-832
224,112,-832
208,32,-784
208,32,-784
240,-48,-832
336,-64,-736
336,-64,-736
272,-64,-800
272,-64,-800
400,192,-960
528,240,-1168
528,240,-1168
720,304,-1328
864,576,-1904
864,576,-1904
992,816,-2048
992,816,-2048
1072,624,-2048
1184,608,-2048
1184,608,-2048
1408,768,-2048
1408,768,-2048
1664,784,-2048
1856,608,-2048
1856,608,-2048
1952,416,-2048
1952,416,-2048
2048,224,-2048
2048,-96,-2048
2048,-96,-2048
2048,-336,-2048
2048,-336,-2048
2048,-192,-1920
2048,-144,-1296
2048,-144,-1296
2048,-384,-1088
2048,-416,-528
2048,-416,-528
1856,-480,-144
1856,-480,-144
1632,-368,96
1488,-192,672
1488,-192,672
1232,-208,1344
1088,64,1472
1088,64,1472
960,448,1584
960,448,1584
720,720,1488
720,720,1488
464,736,1312
240,528,1072
240,528,1072
64,368,976
64,368,976
-80,288,960
-192,240,880
-272,192,800
-336,224,864
-336,224,864
-352,224,912
-368,192,992
-368,192,992
-400,240,992
-400,240,992
-448,240,960
-496,256,848
-496,256,848
-528,304,816
-528,304,816
-560,304,832
-560,304,848
-560,304,848
-560,256,864
-560,256,864
-576,224,848
-576,176,832
-576,176,832
-576,160,816
-544,208,816
-544,208,816
-512,192,816
-512,192,816
-480,208,784
-480,256,752
-480,256,752
-464,320,752
-464,320,752
-448,368,736
-416,384,752
-416,384,752
-416,336,752
-416,336,752
-384,256,800
-384,128,720
-384,128,720
-400,112,544
