x,y,z
288,240,-944
288,240,-944
288,240,-960
288,240,-960
304,240,-960
304,240,-960
304,240,-960
304,240,-960
304,240,-960
288,224,-944
288,224,-944
288,224,-928
288,224,-928
288,224,-944
288,208,-944
288,208,-944
288,208,-960
288,208,-960
288,224,-944
288,208,-912
288,208,-912
256,224,-896
256,224,-896
256,240,-864
224,208,-864
224,208,-864
144,192,-896
144,192,-896
144,240,-880
208,288,-1088
208,288,-1088
352,528,-1280
576,624,-1520
576,624,-1520
816,784,-1792
816,784,-1792
1136,1008,-2048
1136,1008,-2048
1488,992,-2048
1776,1104,-2048
1776,1104,-2048
2048,1248,-2048
2048,1152,-2048
2048,1152,-2048
2048,784,-1888
2048,528,-1504
2048,224,-1600
2048,80,-1968
2048,80,-1968
2048,-64,-1712
2048,-64,-1712
2048,-400,-1056
2048,-672,-96
2048,-672,-96
2048,-544,592
2048,-544,592
2048,-240,1184
1600,-96,1744
1600,-96,1744
1056,144,2032
1056,144,2032
640,464,2032
416,640,1936
416,640,1936
208,512,1200
208,512,1200
0,368,816
-176,336,672
-176,336,672
-304,272,704
-304,272,704
-432,128,752
-528,112,720
-528,112,720
-608,112,736
-608,112,736
-640,128,784
-688,176,720
-688,176,720
-704,192,656
-704,192,656
-752,224,608
-768,256,640
-768,256,640
-768,288,672
-752,304,720
-752,304,720
-752,304,720
-752,272,736
-736,256,752
-736,256,752
-720,240,736
-688,208,736
-688,208,736
-672,224,720
-672,224,720
-624,240,736
-576,272,784
-576,272,784
-544,272,816
-544,272,816
-512,208,784
-512,208,784
-480,192,720
-432,192,720
-432,192,720
-400,208,704
-384,224,640
-384,224,640
-352,224,576
-352,224,576
-320,192,544
-288,192,416
-288,192,416
-288,256,240
-288,256,240
-320,256,64
-336,160,-112
-336,160,-112
-368,64,-320
-368,64,-320
-448,0,-624
-448,80,-736
-448,80,-736
