x,y,z
-224,176,-960
-224,176,-960
-240,176,-960
-240,176,-960
-240,176,-976
-224,192,-976
-224,192,-976
-240,192,-960
-224,192,-976
-224,192,-976
-240,176,-960
-240,176,-960
-240,176,-960
-240,176,-960
-240,176,-960
-240,176,-960
-240,176,-960
-240,144,-944
-288,80,-944
-288,80,-944
-288,64,-976
-288,64,-976
-368,-64,-832
-368,-64,-832
-416,-288,-816
-320,-208,-944
-320,-208,-944
-256,-112,-896
-256,-112,-896
-192,-160,-768
16,-176,-752
16,-176,-752
496,368,-880
496,368,-880
880,1296,-912
992,1728,-832
992,1728,-832
1296,1904,-672
1296,1904,-672
1760,1776,-336
2048,1984,-96
2048,1984,-96
2048,2048,-176
2048,2048,-176
2048,1920,-688
2048,1920,-688
2048,1072,-416
2048,96,-240
2048,96,-240
2048,-1136,-272
2048,-1888,-1232
2048,-1888,-1232
2048,-1872,-2048
2048,-1872,-2048
2048,-2032,-1840
1760,-2032,-1568
1760,-2032,-1568
1216,-2032,-1088
1216,-2032,-1088
976,-1696,-1200
832,-1264,-1296
832,-1264,-1296
656,-928,-1376
656,-928,-1376
480,-656,-1360
320,-528,-1248
320,-528,-1248
224,-352,-1264
176,-80,-1216
176,-80,-1216
96,80,-1184
96,80,-1184
16,96,-1200
-32,96,-1136
-32,96,-1136
-48,96,-1136
-48,96,-1136
-96,-64,-1120
-80,-48,-1056
-80,-48,-1056
-64,48,-1024
-64,48,-1024
-80,80,-1024
-80,80,-1008
-80,80,-1008
-80,16,-976
-80,16,-976
-80,-32,-960
-64,-48,-928
-64,-48,-928
-48,-64,-912
-48,-64,-912
-32,0,-896
-48,0,-960
-48,0,-960
-48,-32,-1024
-48,-32,-1024
-48,-64,-1024
-64,-80,-1008
-64,-80,-1008
-64,-80,-1040
-80,-64,-960
-80,-64,-960
-112,-48,-848
-112,-48,-848
-96,112,-976
-96,112,-976
-96,112,-1040
-96,112,-1040
-128,-16,-1088
-128,-80,-1168
-128,-80,-1168
-128,-160,-1104
-128,-192,-976
-128,-192,-976
-96,-224,-928
-96,-224,-928
-48,-208,-944
-48,-208,-944
-64,-272,-976
-64,-304,-1056
-64,-304,-1056
-64,-336,-1184
-64,-336,-1184
