x,y,z
32,-16,-992
32,0,-992
32,0,-992
32,-16,-992
32,-16,-992
32,-16,-992
32,0,-1008
32,0,-1008
32,0,-1024
32,-16,-1056
32,-16,-1056
48,-32,-1056
48,-32,-1056
32,-16,-1024
32,-32,-1024
32,-32,-1024
48,-16,-1008
48,-16,-1008
48,-16,-1008
48,-32,-1008
48,-32,-1008
48,-32,-992
48,-32,-992
48,-32,-992
48,-48,-992
48,-48,-992
48,0,-944
48,0,-944
48,32,-864
32,0,-672
32,0,-672
80,-48,-448
160,-112,-624
160,-112,-624
288,-96,-992
288,-96,-992
400,32,-1184
400,32,-1184
464,160,-1248
496,288,-1232
496,288,-1232
560,384,-1216
640,464,-1328
640,464,-1328
672,400,-1472
672,400,-1472
720,352,-1664
720,352,-1664
784,352,-1840
848,384,-1968
848,384,-1968
944,384,-2048
1024,368,-2048
1024,368,-2048
1088,336,-2048
1088,336,-2048
1152,240,-2032
1264,272,-2000
1360,272,-2048
1504,208,-2016
1504,208,-2016
1600,64,-1840
1712,-80,-1824
1712,-80,-1824
1776,-160,-1536
1776,-160,-1536
1760,-320,-1072
1664,-464,-928
1664,-464,-928
1648,-528,-736
1648,-528,-736
1584,-560,-272
1568,-544,336
1568,-544,336
1456,-448,800
1456,-448,800
1344,-128,1248
1072,48,1824
1072,48,1824
720,352,2032
400,640,2032
400,640,2032
176,576,1760
176,576,1760
-48,496,1360
-208,416,1184
-208,416,1184
-416,336,896
-416,336,896
-576,272,704
-720,176,608
-720,176,608
-848,80,464
-848,80,464
-896,128,400
-944,112,416
-944,112,416
-976,32,432
-976,32,432
-976,48,400
-944,96,496
-944,96,496
-912,128,512
-912,128,512
-880,192,544
-864,192,576
-864,192,576
-864,128,560
-864,128,560
-848,160,528
-848,144,544
-848,144,544
-832,176,560
-832,176,560
-832,176,560
-848,128,512
-848,128,512
-832,144,496
-832,160,480
-832,160,480
-832,160,480
-832,160,480
-832,144,496
-832,160,496
-832,160,496
