x,y,z
-656,0,-736
-656,0,-736
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-656,0,-720
-656,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-720
-656,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-720
-656,-16,-736
-656,-16,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-720
-672,-16,-736
-672,-16,-736
-672,-16,-736
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-720
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-656,0,-736
-672,0,-720
-672,0,-720
-688,0,-720
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-656,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-672,0,-720
-672,0,-720
-672,0,-720
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-736
-672,0,-720
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-672,0,-736
-656,0,-720
-656,0,-720
-656,0,-736
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-736
-656,0,-736
-656,0,-736
-672,0,-736
-672,0,-720
-672,0,-720
-672,0,-736
