x,y,z
-208,48,-960
-208,48,-960
-208,32,-976
-208,32,-960
-208,32,-960
-208,16,-976
-192,16,-992
-192,16,-992
-208,32,-1008
-208,32,-1008
-240,32,-992
-224,16,-1008
-224,16,-1008
-208,16,-1008
-208,16,-1008
-224,0,-992
-240,-32,-976
-240,-32,-976
-272,-96,-960
-272,-96,-960
-288,-208,-960
-288,-288,-1024
-288,-288,-1024
-320,-304,-944
-320,-304,-944
-384,-480,-832
-288,-560,-736
-288,-560,-736
32,-416,-640
32,-416,-640
464,208,-480
832,1040,-528
832,1040,-528
1040,1904,-672
1040,1904,-672
1888,2048,-1328
1888,2048,-1328
2048,2000,-1296
2048,2000,-1296
2048,2048,-960
2048,2048,-784
2048,2048,-784
2048,2048,-816
2048,864,-752
2048,864,-752
2048,-560,-320
2048,-560,-320
2048,-1856,336
2048,-1856,336
2048,-2032,16
2048,-2032,-1200
2048,-2032,-1200
1584,-2032,32
1584,-2032,32
944,-2032,128
944,-2032,128
832,-1872,-624
528,-1792,-288
528,-1792,-288
320,-1648,-320
320,-1312,-464
320,-1312,-464
304,-1024,-400
304,-1024,-400
304,-912,-416
240,-864,-512
240,-864,-512
192,-848,-576
192,-848,-576
144,-800,-672
144,-656,-720
144,-656,-720
112,-560,-752
112,-560,-752
96,-576,-768
96,-576,-768
48,-624,-784
16,-656,-832
16,-656,-832
0,-688,-864
0,-688,-864
16,-592,-896
0,-528,-912
0,-528,-912
-32,-512,-912
-32,-512,-912
-32,-464,-912
-16,-400,-912
-16,-400,-912
0,-336,-896
0,-336,-896
0,-336,-896
0,-384,-912
0,-384,-912
-16,-416,-944
-16,-416,-944
0,-432,-944
-16,-432,-896
-16,-432,-896
-32,-432,-880
-32,-432,-880
-16,-416,-896
-16,-416,-864
-16,-416,-864
-48,-416,-864
-48,-416,-864
-48,-448,-864
0,-416,-880
0,-416,-880
32,-416,-896
32,-416,-896
96,-384,-976
96,-384,-976
112,-368,-960
112,-368,-960
64,-416,-816
48,-416,-752
48,-416,-752
32,-416,-784
32,-416,-784
32,-432,-800
32,-432,-800
48,-432,-848
48,-416,-880
48,-416,-880
32,-368,-864
