x,y,z
-448,-80,-896
-464,-80,-880
-464,-64,-880
-464,-64,-880
-448,-64,-896
-448,-64,-896
-448,-64,-896
-464,-80,-896
-464,-80,-896
-464,-80,-896
-448,-80,-880
-448,-80,-880
-464,-64,-896
-464,-64,-896
-448,-80,-880
-448,-80,-896
-448,-80,-896
-448,-80,-880
-448,-80,-880
-464,-80,-880
-448,-80,-880
-448,-80,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-448,-64,-896
-448,-64,-896
-464,-64,-896
-464,-64,-896
-448,-64,-896
-448,-64,-896
-464,-80,-896
-464,-80,-896
-448,-80,-896
-464,-80,-896
-464,-80,-896
-464,-80,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-80,-896
-464,-80,-896
-464,-64,-896
-464,-64,-896
-448,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-80,-896
-464,-80,-896
-448,-48,-880
-448,-48,-880
-464,-48,-896
-464,-64,-864
-464,-64,-864
-464,-64,-864
-464,-64,-864
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-896
-464,-64,-896
-448,-64,-896
-448,-64,-896
-448,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-448,-48,-896
-448,-48,-896
-448,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-448,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-880
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
-464,-64,-896
