x,y,z
-480,-80,-864
-480,-96,-864
-480,-96,-864
-496,-80,-864
-480,-96,-864
-480,-96,-864
-480,-80,-864
-480,-80,-864
-480,-96,-864
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-864
-480,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-848
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-480,-96,-864
-496,-96,-864
-496,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-480,-112,-864
-480,-96,-864
-480,-96,-864
-480,-112,-880
-480,-112,-880
-480,-112,-880
-496,-96,-864
-496,-96,-864
-480,-96,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-96,-864
-480,-96,-864
-496,-80,-848
-496,-96,-848
-496,-96,-848
-496,-96,-864
-496,-96,-864
-480,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-480,-96,-864
-496,-96,-880
-496,-96,-880
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-864
-496,-96,-880
-496,-96,-880
-496,-96,-864
-496,-96,-848
-496,-96,-848
-480,-96,-848
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-96,-864
-480,-112,-864
-480,-112,-864
-496,-112,-864
-496,-112,-864
-496,-112,-864
-480,-112,-864
-480,-112,-864
-496,-112,-864
-496,-112,-864
-496,-112,-848
-496,-112,-864
-496,-112,-864
-496,-112,-864
-496,-112,-864
-496,-112,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
