x,y,z
-464,-64,-880
-464,-64,-880
-464,-64,-880
-480,-80,-864
-464,-80,-864
-464,-80,-864
-480,-80,-880
-480,-80,-880
-464,-80,-880
-464,-80,-880
-480,-96,-880
-480,-96,-880
-480,-96,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-64,-880
-464,-64,-864
-464,-64,-864
-480,-64,-880
-480,-64,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-864
-480,-80,-880
-480,-80,-880
-480,-80,-896
-480,-80,-896
-480,-80,-880
-480,-96,-864
-480,-96,-864
-480,-80,-880
-480,-80,-880
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-64,-880
-480,-64,-880
-480,-64,-864
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-864
-480,-64,-864
-480,-64,-880
-480,-64,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-880
-480,-80,-880
-480,-80,-880
-464,-80,-880
-464,-80,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-864
-480,-64,-864
-480,-64,-864
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-864
-480,-80,-880
-480,-80,-864
-480,-80,-864
-480,-64,-864
-480,-64,-864
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-464,-64,-864
-480,-64,-864
-480,-64,-864
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-480,-80,-880
-496,-80,-880
-480,-96,-864
-480,-80,-864
-480,-80,-864
-480,-64,-864
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-64,-880
-480,-80,-864
-480,-80,-864
