x,y,z
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-448,32,-896
-448,32,-896
-432,48,-896
-432,64,-912
-432,64,-912
-432,64,-896
-416,64,-896
-416,64,-896
-416,64,-912
-416,64,-912
-432,64,-912
-416,64,-896
-416,64,-896
-432,48,-912
-432,48,-912
-432,48,-880
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-912
-432,48,-912
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-416,48,-896
-416,48,-896
-432,48,-912
-432,48,-912
-432,48,-912
-432,48,-912
-432,48,-896
-432,32,-912
-432,32,-912
-432,48,-896
-432,32,-896
-432,32,-896
-432,32,-896
-432,32,-896
-432,48,-912
-432,48,-912
-432,48,-896
-432,48,-896
-416,48,-912
-416,64,-912
-416,64,-912
-416,64,-912
-416,64,-912
-416,64,-912
-416,64,-912
-416,64,-912
-416,64,-896
-416,64,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,32,-880
-432,32,-880
-432,32,-896
-432,32,-912
-432,32,-912
-432,48,-912
-416,48,-912
-416,48,-912
-432,48,-912
-432,48,-912
-416,48,-912
-432,48,-912
-432,48,-912
-432,48,-912
-432,48,-912
-432,64,-896
-416,64,-896
-416,64,-896
-416,48,-896
-416,48,-896
-432,48,-896
-416,48,-896
-416,48,-896
-432,48,-912
-432,48,-912
-432,48,-912
-432,48,-896
-432,48,-896
-432,48,-912
-432,48,-912
-416,48,-912
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-912
-432,48,-912
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-912
-432,48,-912
-432,32,-896
-432,32,-896
-432,48,-912
-432,48,-896
-432,48,-896
-432,48,-896
-432,48,-896
