x,y,z
-48,96,-1008
-64,80,-992
-64,80,-992
-64,48,-1008
-48,64,-992
-48,64,-992
-48,80,-1008
-48,80,-1008
-64,32,-992
-64,32,-992
-64,32,-992
-32,80,-992
-32,80,-992
-48,80,-1008
-48,32,-992
-48,32,-992
-32,48,-976
-32,48,-976
-32,64,-960
-64,48,-960
-64,48,-960
-16,32,-1008
-16,32,-1008
16,0,-1024
16,0,-1024
48,-48,-1056
80,-48,-1040
80,-48,-1040
48,112,-912
48,112,-912
208,16,-880
208,16,-880
432,-48,-864
672,176,-704
672,176,-704
960,768,-592
960,768,-592
896,1328,-304
880,1344,-432
880,1344,-432
1072,1520,-544
1120,1600,-608
1120,1600,-608
1184,1296,-672
1184,1296,-672
1328,1040,-752
1488,1168,-896
1488,1168,-896
1616,1392,-928
1616,1392,-928
1840,1472,-672
1840,1472,-672
2048,896,-496
2048,896,-496
2048,96,-368
2048,-448,-608
2048,-448,-608
2048,-928,-960
2048,-1376,-1280
2048,-1376,-1280
2048,-1856,-1712
2048,-1856,-1712
1120,-2032,-2048
1120,-2032,-2048
256,-2032,-1696
176,-1200,-944
176,-1200,-944
128,-576,-1056
48,-288,-1120
48,-288,-1120
16,-192,-848
16,-192,-848
32,64,-624
32,0,-736
32,0,-736
0,80,-752
0,80,-752
-16,96,-816
-32,96,-832
-32,96,-832
-32,128,-832
-32,128,-832
-48,176,-880
-64,144,-928
-64,144,-928
-112,96,-1008
-112,96,-1008
-144,80,-1008
-144,80,-912
-144,80,-912
-144,112,-880
-144,160,-928
-144,160,-928
-112,256,-960
-112,256,-960
-80,352,-976
-48,368,-944
-48,368,-944
-32,304,-944
-32,304,-944
-32,224,-1008
-32,224,-1008
0,176,-1008
16,176,-976
16,176,-976
16,144,-960
16,80,-928
16,80,-928
32,16,-896
32,16,-896
80,48,-912
80,80,-896
80,80,-896
16,80,-912
16,80,-912
0,64,-944
48,64,-1024
48,64,-1024
96,192,-1072
96,192,-1072
64,288,-992
-16,240,-960
-16,240,-960
-64,112,-944
