x,y,z
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-592,-208,-800
-576,-192,-800
-576,-192,-800
-576,-208,-784
-576,-208,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-592,-208,-800
-592,-208,-800
-576,-192,-784
-576,-192,-784
-576,-192,-784
-592,-192,-784
-592,-192,-784
-576,-192,-784
-576,-192,-784
-576,-176,-784
-560,-160,-784
-560,-160,-784
-576,-176,-784
-576,-208,-784
-576,-208,-784
-576,-208,-800
-576,-208,-800
-576,-208,-784
-576,-208,-768
-576,-208,-768
-592,-208,-784
-592,-208,-784
-576,-208,-784
-576,-192,-800
-576,-192,-800
-576,-176,-784
-576,-176,-784
-576,-192,-784
-576,-192,-800
-576,-192,-800
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-800
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-800
-576,-192,-800
-576,-192,-800
-576,-192,-800
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-784
-576,-192,-800
-576,-192,-784
-576,-192,-784
-576,-208,-800
-576,-208,-800
-576,-224,-784
-608,-224,-768
-608,-224,-768
-608,-208,-752
-608,-208,-752
-592,-192,-752
-576,-192,-752
-576,-192,-752
-576,-192,-768
-576,-192,-768
-560,-176,-800
-560,-160,-784
-560,-160,-784
-560,-160,-800
-560,-160,-800
-560,-160,-800
-560,-176,-800
-560,-176,-800
-560,-192,-800
-560,-192,-800
-544,-192,-800
-560,-224,-800
-576,-240,-816
-576,-256,-816
-576,-256,-816
-576,-256,-816
-560,-240,-816
-560,-240,-816
-544,-208,-832
-544,-192,-800
-544,-192,-800
-560,-192,-784
-560,-192,-784
-560,-208,-768
-576,-224,-784
-576,-224,-784
-576,-240,-800
-576,-240,-800
-576,-240,-800
-576,-224,-800
-576,-224,-800
-560,-208,-800
-560,-208,-800
-560,-192,-800
-560,-176,-784
-560,-176,-784
-544,-176,-784
-544,-176,-784
-544,-192,-768
-560,-192,-768
-560,-192,-768
-560,-192,-768
-560,-192,-768
