x,y,z
-176,160,-960
-176,160,-960
-176,208,-928
-176,208,-928
-224,240,-816
-240,240,-704
-240,240,-704
-240,128,-704
-240,128,-704
32,-32,-688
864,608,-944
864,608,-944
1392,1936,-1152
1536,2048,-1248
1536,2048,-1248
1744,2048,-864
1744,2048,-864
2048,2048,432
2048,1504,176
2048,1504,176
2048,144,-720
2048,144,-720
2048,-1216,-1408
2048,-1216,-1408
2048,-2032,-1792
2048,-2032,-2048
2048,-2032,-2048
2048,-2032,-1984
992,-2032,-576
992,-2032,-576
768,-1472,-1248
768,-1472,-1248
560,-672,-1200
560,-672,-1200
368,-624,-672
192,-720,-432
192,-720,-432
208,-512,-640
128,-544,-672
128,-544,-672
16,-768,-720
16,-768,-720
-16,-688,-736
32,-512,-656
32,-512,-656
32,-352,-752
32,-352,-752
-16,-336,-864
-32,-256,-880
-32,-256,-880
-32,-208,-896
-32,-208,-896
-80,-192,-976
-64,-160,-992
-64,-160,-992
-64,-128,-1040
-64,-96,-1056
-64,-96,-1056
-80,-80,-1056
-80,-80,-1056
-80,-80,-1056
-64,-112,-1088
-64,-112,-1088
-48,-160,-1136
-48,-160,-1136
-32,-208,-1136
-32,-256,-1104
-32,-256,-1104
-16,-272,-1088
-16,-272,-1088
16,-288,-1104
32,-272,-1120
32,-272,-1120
0,-288,-1072
0,-288,-1072
-16,-320,-1040
-16,-320,-1040
0,-368,-1040
0,-368,-1040
0,-352,-1008
-16,-320,-928
-16,-320,-928
-48,-208,-928
-80,-224,-848
-80,-224,-848
-112,-336,-768
-112,-336,-768
-16,-192,-992
-144,-240,-976
-144,-240,-976
-128,-288,-912
-128,-288,-912
-128,-240,-880
-128,-240,-880
-112,-208,-1024
-96,-192,-1200
-96,-192,-1200
-80,-112,-1088
-64,0,-976
-64,0,-976
-64,48,-992
-64,48,-992
-96,32,-1008
-48,128,-1024
-48,128,-1024
-48,256,-960
-48,256,-960
-48,336,-864
-64,352,-880
-64,352,-880
-96,320,-960
-96,320,-960
-80,336,-1024
-80,400,-960
-80,400,-960
-96,416,-912
-96,416,-912
-128,384,-928
-128,384,-928
-160,352,-912
-144,336,-976
-144,336,-976
-128,416,-976
-128,416,-976
