x,y,z
-112,16,-1008
-112,32,-1024
-112,32,-1024
-96,32,-1024
-96,32,-1024
-112,16,-1024
-112,16,-1024
-112,16,-1024
-112,16,-1024
-112,16,-1024
-96,16,-1008
-96,16,-1008
-96,16,-1008
-96,16,-1008
-96,16,-1008
-96,0,-1008
-96,0,-1008
-96,32,-992
-96,16,-976
-96,16,-976
-96,16,-992
-96,16,-992
-96,16,-976
-96,16,-976
-64,16,-992
-64,16,-992
-48,0,-992
-16,16,-992
-16,16,-992
80,176,-1024
112,80,-1072
112,80,-1072
288,-144,-944
288,-144,-944
576,-496,-688
576,-496,-688
784,-832,-544
784,-832,-544
928,-1264,-544
1168,-1408,-624
1168,-1408,-624
1152,-1552,-816
1152,-1552,-816
944,-1792,-1072
864,-1920,-1168
864,-1920,-1168
928,-1904,-1168
1104,-1440,-1280
1104,-1440,-1280
1232,-960,-1376
1232,-960,-1376
1328,-768,-1104
1328,-768,-1104
1424,-944,-800
1856,-1216,-512
1856,-1216,-512
2048,-1136,-1088
2048,-432,-1808
2048,-432,-1808
2048,448,-1504
2048,448,-1504
2048,1200,-1120
2016,1600,-1152
1456,1792,-1168
928,1472,-1248
928,1472,-1248
592,1088,-1168
592,1088,-1168
336,576,-1088
192,304,-1056
192,304,-1056
80,176,-896
-64,-112,-656
-64,-112,-656
-160,-192,-640
-160,-192,-640
-176,-112,-720
-144,-16,-832
-144,-16,-832
-144,-48,-864
-144,-48,-864
-96,-16,-896
-112,-16,-928
-112,-16,-928
-96,-16,-960
-96,-16,-960
-64,0,-1040
-48,-112,-992
-48,-112,-992
-16,-112,-1104
-16,-112,-1104
16,-80,-1072
64,-48,-1088
64,-48,-1088
96,-48,-1072
96,-48,-1072
112,-48,-1104
112,0,-1104
112,0,-1104
112,0,-1152
128,16,-1168
128,16,-1168
144,96,-1152
144,96,-1152
144,96,-1072
160,112,-1168
160,112,-1168
192,112,-1184
192,112,-1184
208,96,-1344
240,64,-1232
240,64,-1232
272,144,-1072
272,144,-1072
208,208,-944
96,160,-944
96,160,-944
32,32,-960
32,32,-960
-16,-32,-1008
-80,-48,-992
-80,-48,-992
-144,-64,-944
-144,-64,-944
-208,0,-976
-256,0,-992
