x,y,z
-608,208,-752
-608,192,-752
-608,192,-752
-608,208,-752
-608,208,-768
-608,208,-768
-608,208,-752
-608,208,-768
-608,208,-768
-608,192,-768
-608,192,-768
-608,208,-768
-608,208,-768
-592,192,-752
-608,192,-752
-608,192,-752
-608,208,-752
-608,192,-736
-608,192,-736
-608,192,-752
-608,192,-752
-624,176,-752
-624,160,-736
-624,160,-736
-624,160,-736
-624,160,-736
-624,176,-736
-640,160,-720
-640,160,-720
-640,160,-704
-640,160,-704
-640,144,-640
-624,160,-592
-624,160,-592
-608,144,-528
-608,144,-528
-608,112,-400
-608,112,-240
-608,112,-240
-560,112,-112
-512,96,-16
-512,96,-16
-448,144,-48
-448,144,-48
-304,64,64
-224,144,144
-224,144,144
0,32,96
0,32,96
304,-32,-192
512,96,-752
512,96,-752
640,32,-976
640,32,-976
768,48,-1088
960,176,-1024
960,176,-1024
1104,288,-1216
1104,288,-1216
1184,224,-1136
1232,240,-1376
1232,240,-1376
1248,224,-1584
1248,224,-1584
1184,32,-1440
1184,32,-1440
1152,80,-1328
1120,208,-1168
1120,208,-1168
1056,112,-1056
976,-16,-992
976,-16,-992
912,-80,-816
928,112,-1008
928,112,-1008
1024,96,-1248
1024,96,-1248
928,-192,-560
912,-160,-720
912,-160,-720
928,-80,-704
928,-80,-704
912,-32,-640
832,-16,-624
832,-16,-624
784,-48,-528
784,-48,-528
768,-128,-528
800,-128,-608
800,-128,-608
832,-96,-608
832,-96,-608
848,-80,-640
864,-64,-624
864,-64,-624
864,-48,-688
864,-48,-688
832,-64,-624
816,-80,-656
816,-80,-656
848,-48,-720
848,-48,-720
832,0,-720
832,-16,-800
832,-16,-800
864,16,-816
864,16,-816
864,-16,-784
864,-16,-784
832,-80,-752
816,-48,-912
816,-48,-912
848,-32,-944
848,-32,-944
832,0,-1072
816,-32,-1120
816,-32,-1120
832,-32,-1152
832,-32,-1152
832,48,-1168
800,32,-1072
800,32,-1072
736,16,-1136
704,112,-1200
704,112,-1200
672,-32,-1056
