x,y,z
-16,80,-1008
-16,80,-1008
-16,96,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
0,80,-992
0,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
0,80,-992
0,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-992
-16,80,-992
-16,80,-992
-16,80,-992
-16,80,-1008
-16,80,-1008
-16,80,-1008
0,80,-1008
0,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
0,80,-1008
0,80,-1008
0,80,-1008
0,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-992
-16,80,-1008
-16,80,-1008
0,80,-1008
0,80,-1008
-16,80,-1008
-16,80,-1008
0,80,-1008
0,80,-1008
0,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
-16,80,-1008
